,Comment,Date,Insult,Usage
378,"""Breaking News \u200f@BreakingNews\nRussian oligarch coming to London 2012 for Olympics caught up in arms export to Syria regime row - @telegraph http://bit.ly/Mpbq6K""",20120610061840Z,0,PrivateTest
379,"""top of the order... big hits for all!!!""",20120527211005Z,0,PrivateTest
380,"""you're more worried than we are about it.&nbsp;<div><br></div><div>GO ND!!!</div>""",20120528194331Z,0,PublicTest
381,"""The romney people will squeeze as much blood as they can get from that turnip as they like all republicans cannot stand on substance, integrity or a positive track record.\xa0 Lies are really all they have as they are on the wrong side of all the issues.""",20120611212333Z,0,PrivateTest
382,"""I know. I come here to tell you that you are a...piece of...shit.""",20120502225534Z,1,PrivateTest
383,"""You mean the U.S. state of Hawaii? \xa0Lovely place, been there several times. \xa0I don't blame him for going back there on vacations.""",20120609183141Z,0,PrivateTest
384,"""@NCSteve 3.0 @dopper0189\\n\\n If I could dry hump your post I would""",,0,PrivateTest
385,"""Thanks for licking mine Teabaggin!""",,0,PublicTest
386,"""<i>His father was born in America. He grandfather, yes, did go to Mexico (after being born an American). Facts matter. </i>\n\nMy point is you are clueless about Willard's facts.\n\nYou're not even curious ?""",20120530061112Z,0,PublicTest
387,"""Once again Wilshaw is babbling away about things that are not in his job description. Ofsted's role is to inspect schools and they have failed to do this consistently. Their standard in social care is even worse.\n\nPerhaps we need to consider what Ofsted's role should be. \nInspecting and publishing a report is clearly not working. It is not what Ofsted was set up for in the first place. Mission creep is a real problem for Ofsted. The large one-off cost for a\xa0widespread inspection to identify and help schools has become an on-going and rapidly increasing cost.\n\nIf they are inspecting, they should also be advising and working with weaker schools. If the school does not improve, Ofsted should be held to acount.""",20120530080938Z,0,PrivateTest
388,"""Defense is 25% of _discretionary_ budget.""",20120529020901Z,0,PrivateTest
389,"""Dont say that jimdog you are a hater""",20120529223324Z,0,PrivateTest
390,"""<i>""Top 3 items that needs to be fixed:#1 REMOVE OBAMA FROM OFFICE#2 REMOVE DEMOCRATS FROM OFFICE#3 REMOVE RINOS FROM OFFICE""</i>\n\n\n\n\numhummm...now that is setting some priorities regarding campaigning for the election in November!\n\nPretty much what everyone who isn't a con has said the priority is for cons all along.........\n\nThanx for proving us right!!!\n\n<b>: )""",20120619171437Z,0,PrivateTest
391,"""@SammyThunderer Im just saying, we could have done nothing, lost Kristic during the lockout, lost jeff green to heart surgery, and been much worse off.... Presti has a hot tub time machine""",,0,PublicTest
392,"""Name me one really decent person in the union wing of the parliamentary labour party.  Someone who you would value as a good neighbour or seek help from. Yeah, there's some clever bastards there but most have been rejected by their electorate and have been shoe horned in on the list or given an absolute sinecure of a seat.""",20120619024329Z,0,PrivateTest
393,"""It is still 500 miles away. That isn't close.""",20120529211819Z,0,PrivateTest
394,"""i'm sorry but the fact is she choose to get behind the wheel and drive while intoxicated there really is no one else to blame for her actions yes maybe the ems did not do their job right but even if erica would have lived with how bad her head trama was she more the likely would have been declared brain dead so either way in the end she would have died because of ybarra's actions and she should pay for what she did if this would have been a little kid that would have died what do you think people would have wanted then i know no matter how old the person is that dies due to someone elses stupidity in the end they died and she was someones daughter and the loss the parents and friends have been put through is just heartbreaking justice needs the be served and she should get the max i feel no pity for her she should not have got behind that wheel and her kid will grow up knowing that their mother killed someone because of her actions.......dont drink and drive plain and simple""",,0,PrivateTest
395,"""A muslim Grandma says to her daughter, Oh, they blow up so fast.""",,0,PrivateTest
396,"""Why are the hours so cheesy? Opening at 5 p.m. during the week and 3 p.m. on Saturday and Sunday? But, for $5, you get what you pay for. \xa0Last year was a joke, keep your fair, Merced; Stanislaus County has you beat by miles.""",20120609195118Z,0,PrivateTest
397,"""Well you are using half your brain....use the other half and objectively analyze the Democrats. \xa0They are no better.""",20120503045405Z,0,PrivateTest
398,"""Hai ragione, Marco Travaglio era libero, non doveva per forza fare le interviste/chiaccherate come dice Marco Travaglio!""",20120620144807Z,0,PrivateTest
399,"""fact: never text a person ever. it will just confirm that you are a big time piece of shit and nobody wants anything to do with you.""",20120320204145Z,1,PublicTest
400,"""What a fucking joke!""",20120612013830Z,0,PrivateTest
401,"""you seem to be one of those turd minions I see when I've been playing Diablo""",20120610023148Z,1,PrivateTest
402,"""Ruby's probably stuffing his pockets with cash, that's what he's doing about it.""",20120620143930Z,0,PrivateTest
403,"""did you mean '""I'm a retarded fuck"" wrong'? I think you did, now you look like a huge fucking tool""",20120619154429Z,1,PrivateTest
404,"""jimbo here think Americans are a bunch of suckers, to follow for the same deception twice in a row.  what a joker""",20120612150332Z,1,PrivateTest
405,"""I don't think we have a shitty team.""",20120620013714Z,0,PrivateTest
406,"""Anyone know what the Vegas line is on how long it will take Karen Handel to step down from Planned Parenthood to spend more time with her family? Komen miscalculated the fall out from this badly. Great article in the Atlantic that describes the situation: http://www.theatlantic.com/politics/archive/2012/02/top-susan-g-komen-official-resigned-over-planned-parenthood-cave-in/252405/.""",,0,PrivateTest
407,"""Casa to say you are not that bright is to say a bear s hits in the woods and liberals dont have the intelligence that god gave to animals.""",20120514051242Z,0,PrivateTest
408,"""International treaty on drugs?? You think that overrides the Constitution of the United States. Think again. When in the U.S the constitution reigns supreme.""",20120612022425Z,0,PrivateTest
409,"""I know. I called it a while ago when I had a bug in my ear. Fuck Luongo, I would take Backstrom and his one year left way before him""",20120619195433Z,0,PrivateTest
410,"""what do you mean... he copies every fukicg comment i make idiot!!!!!""",20120530022855Z,1,PrivateTest
411,"""I feel like some poor bastard saw this news report and went, ""Oh fuck me, they went digging there\u203d""""",20120620181206Z,0,PrivateTest
412,"""\\xc2\\xa0Because we agree that Obama, Gingrich, Romney and Santorum are ALL wrong and we should not be sticking a stick in the hornet's nest. We may be able to blow the nest to bits but the individual hornets are going to lite your a55 up. Best not to poke the hornet's nest even if you can. It just ain;t worth it. If the hornets leave you alone then leave them alone. Wisdom comes with age sometimes. """,,0,PrivateTest
413,"""What's ""fucking pathetic"" is considering anything you are politically opposed to as ""tyranny.""""",20120612123100Z,0,PrivateTest
414,"""(I had a witty bon mot about said elevator, aussi.)""",20120529190453Z,0,PrivateTest
415,"""@john-derby: Do you fly in your personal jet to the games or do you use a helicopter? I know parking is tight at the Emirates and you wouldn\\'t want to risk getting a dent in the ""Porche"".""",,0,PublicTest
416,"""Spieletipps.de-Team...no comment -_-""",20120611163636Z,0,PrivateTest
417,"""@alex22, lol what the hell are you on about? you clueless moron!\n\xa0\nSeeing most\xa0 comments, I dont know whether you lot are being deliberately stupid or its just your ugly nature...""",20120620160552Z,1,PrivateTest
418,"""ac tro gi ma hay va kho the fuck""",20120530131921Z,0,PrivateTest
419,"""I would gladly spend a few days in jail to be able to punch each and every one of those little fucks in the face and knock out a tooth or two.""",20120620174950Z,0,PrivateTest
420,"""Thank you again Adam and John.\n\nK, bye""",20120515154549Z,0,PublicTest
421,"""Don't worry, you aren't either""",20120619213510Z,0,PrivateTest
422,"""If gay marriage is so bad, why hasn't Canada collapsed yet? They've had it for seven years now, and you'd think that after seven years we'd have at least ONE pastor being arrested or one church being sued. Nobody is marrying their dogs or their furniture or their siblings...where is the slippery slope? Where is the disaster? Where are the earthquakes? Anyone?""",,0,PublicTest
423,"""Only if you are.""",20120515230153Z,0,PrivateTest
424,"""Looks like he is being thrown under the bus to cover them politically, and if the bash him,..they can now demand more costly regulations that serve mainly to cost,..we the people a lot more money every year,..it is the same old, same old leftists bull-chit brand of looking busy politics. my opinion""",20120619165033Z,0,PrivateTest
425,"""I bet this is the most action OC weekly ever got cause there dumbass bitches who aint got any stories to report! OC WEEKLY TAKES IY UP THE ASS -Love Gabriel San's Mom""",20120610032548Z,0,PrivateTest
426,"""Sir you are an idiot you clearly don't anything about corporate law either in the US or here. No chairman can fire a director that has been elected by the share holders. Only share holders can dismiss directors. \n\n\nAs regard News Corp you idiot - Murdoch only holds 20% of the stock. So it wouldn't be to hard for the share holders to vote him off moron.\n\nDo you actually have an MBA or degree in economics - if not stop making stupid posts.""",20120503043321Z,1,PrivateTest
427,"""Um...in short...you're an idiot. Period.""",20120620141642Z,1,PrivateTest
428,"""As a father to a 3 year old I would have done the same thing. Kudos to the dad for protecting his child and I'm glad that pedo is dead.""",20120612141232Z,0,PublicTest
429,"""Hehehe\n\xa0\nProFootballTalk     \u200f\nAnthony Hargrove denies voice on videotape is his http://wp.me/p14QSB-3OZR\n\xa0\nIt's refreshing that Anthony Hargrove has broken out the always-effective Eddie Murphy defense http://tinyurl.com/c72wz3""",20120619195248Z,0,PublicTest
